year,selling_price,is_diesel,owner,is_automatic,km_driven,seats,mileage (kmpl),max_horse_power,is_individual_seller,engine_capacity_(cc)
2016,490000,1,1,0,100000,5,27.28,69,1,1047
2015,615000,1,1,0,72000,5,22.54,88.73,1,1396
2015,700000,1,1,0,50000,7,20.77,88.76,1,1248
2012,254999,1,1,0,90000,5,23,90,1,1396
2018,1675000,1,1,0,80000,5,17.1,170,1,1956
2016,2700000,1,1,1,35000,5,15,204,-1,2143
2017,760000,1,1,0,50000,5,24.3,88.5,1,1248
2018,755000,1,1,0,15000,5,28.4,74.02,1,1248
2015,350000,0,1,0,29000,5,23.1,67.04,1,998
2012,550000,1,1,0,67000,7,20.77,88.76,1,1248
2016,425000,1,1,0,68000,5,27.3,98.6,1,1498
2019,3800000,1,1,1,20000,5,18,190,1,1969
2011,625000,1,2,0,120000,6,10.5,116.9,1,2835
2010,495000,1,2,0,100000,7,13.6,63,1,2523
2016,645000,0,1,1,11000,5,14.3,103.5,-1,1598
2019,779000,0,1,1,7032,5,19,88.76,-1,1199
2001,45000,0,2,0,5000,4,16.1,37,1,796
2012,400000,1,2,0,182000,5,24.8,88.7,1,1396
2006,140000,0,1,1,120000,5,13.1,127,1,1795
2017,625000,0,1,0,25538,5,16.78,88.73,-1,1496
1998,40000,0,2,0,70000,4,16.1,37,1,796
2017,573000,0,1,0,30000,5,20.4,81.8,1,1197
2016,360000,1,1,0,100000,5,20.5,91.72,1,1248
2013,500000,1,3,0,92000,7,20.77,88.76,1,1248
2018,300000,0,1,0,30000,5,24.7,47.3,1,796
2001,75000,0,3,0,35000,4,16.1,37,1,796
2017,730000,0,1,0,37333,5,18.6,81.83,1,1197
2019,725000,1,1,0,17000,5,24.4,98.63,1,1498
2017,2711000,1,1,1,9000,5,13.6,177,-1,1999
2012,200000,1,1,0,137000,5,17.8,67,1,1399
2015,565000,1,1,0,114000,5,25.2,73.94,-1,1248
2010,165000,0,3,0,80000,5,20.36,78.9,1,1197
2015,411000,0,1,0,25000,5,18.9,82,1,1197
2011,800000,1,1,0,60000,7,12.8,102,1,2494
2011,175000,1,2,0,85700,5,17,70,1,1405
2009,152000,1,2,0,48000,5,17,71,1,1405
2014,625000,1,2,0,70000,5,22.32,126.32,1,1582
2011,180000,0,1,0,70000,5,16.36,93.7,1,1495
2019,1050000,1,1,0,20000,7,25.47,88.5,1,1248
2012,459999,1,1,0,70000,5,22.32,126.32,1,1582
2011,250000,1,1,0,30000,5,20.4,91.2,1,1248
2013,320000,1,3,0,100000,5,22.9,74,1,1248
2017,3200000,1,1,1,45000,5,19.33,177,-1,1999
2017,260000,0,1,0,9000,8,16.8,34.2,1,796
2016,550000,0,1,0,56494,5,18.2,88.7,-1,1199
2017,300000,0,1,0,60000,5,20.3,68.05,1,998
2010,285000,0,1,0,79000,5,16.8,116.3,1,1497
2008,65000,0,2,0,50000,5,15.3,70,1,1396
2015,1250000,1,2,0,160000,7,13.5,178,1,2477
2004,85000,0,1,0,110000,5,18.9,67.1,1,998
2004,120000,1,2,0,150000,7,13.6,63,1,2523
2014,440000,1,2,0,70000,5,22.54,88.73,1,1396
2017,325000,0,1,0,23000,5,24.7,47.3,1,796
2019,650000,0,1,1,5621,5,22,81.8,-1,1197
2019,5150000,0,1,1,20000,5,22.37,214.56,-1,2487
2012,300000,1,1,0,90000,5,21.64,84.8,1,1461
2013,275000,1,1,0,110000,5,19.1,70,1,1405
2019,5400000,1,1,1,7500,5,16.78,190,-1,1995
2012,350000,0,1,0,50000,5,16.95,97.7,1,1498
2011,600000,1,1,0,202000,5,17.67,138.08,1,1968
2014,250000,0,1,0,10000,5,21.1,55.2,1,814
2014,204999,0,2,0,15000,5,22.74,47.3,1,796
2019,1025000,1,1,0,32000,5,28.09,88.5,1,1248
2013,459999,1,2,0,120000,5,13.5,115,1,2609
2017,625000,0,1,0,25538,5,16.78,88.73,-1,1496
2018,740000,0,1,0,15000,5,17,108.5,1,1198
2015,503000,1,1,0,110000,7,14.1,147.94,1,2179
2006,370000,1,4,0,305000,8,12.8,102,1,2494
2012,434999,0,1,0,57000,5,17.7,113.42,-1,1497
2018,650000,0,2,1,10000,5,18.9,81.86,1,1197
2015,1275000,1,1,1,64000,7,11.4,153.86,-1,2953
2020,390000,0,1,0,6000,5,23.95,67.05,1,998
2014,400000,1,3,0,70000,5,20.45,83.8,1,1461
2008,100000,0,2,0,120000,8,19.7,35,1,796
2019,892000,1,1,0,10000,5,24.3,88.5,1,1248
2019,1125000,0,1,1,3500,5,18.15,118.35,-1,998
2015,425000,0,1,0,70000,5,18.9,82,1,1197
2009,90000,1,2,0,60000,5,17.88,52.8,1,1396
2019,675000,0,1,0,7000,5,19.4,94.93,1,1194
2018,750000,1,1,0,25000,5,28.4,74.02,1,1248
2016,670000,1,1,0,60000,5,26,98.6,1,1498
2013,400000,1,1,0,83000,5,23.08,63.1,1,1461
2011,440000,1,3,0,80000,5,22.32,126.3,1,1582
2019,710000,1,1,0,30000,7,15.96,62.1,1,2523
2009,200000,1,2,0,120000,5,21.1,73.9,1,1248
2012,675000,1,2,0,120000,7,15.1,140,1,2179
2015,570000,0,1,0,80000,7,16.02,93.7,1,1373
2017,3200000,1,1,1,45000,5,19.33,177,-1,1999
2019,3800000,1,1,1,20000,5,18,190,1,1969
2019,670000,1,1,0,2000,5,27.28,69,1,1047
2013,550000,1,1,0,50000,5,23.5,88.7,1,1396
2011,450000,1,1,0,56000,8,13,95,1,2489
2008,122000,1,2,0,60000,5,12.8,52,1,1995
2015,346000,0,1,0,36422,5,18.44,75,-1,1198
2012,355000,0,1,0,60000,5,17.7,113.42,-1,1497
2018,1051000,1,1,0,59865,7,15.1,152.87,-1,2179
2014,310000,0,1,0,35000,5,18.2,82.4,1,1199
2016,425000,0,1,0,30000,5,18.9,82,1,1197
2017,775000,1,1,0,75000,5,24.3,88.5,1,1248
2016,1950000,1,1,0,120000,7,13.5,175.56,1,2477
2012,265000,0,3,0,20000,5,19.81,68.05,1,1086
2016,395000,0,2,0,40000,5,16.2,74,1,1199
2010,800000,0,1,1,25000,5,16.8,118,1,1497
2012,680000,1,1,0,93000,7,15.1,140,-1,2179
2009,125000,1,3,0,120000,5,19.2,65,1,1461
2015,600000,1,1,0,80000,5,23.9,126.32,1,1582
2019,459999,0,1,0,10000,5,23.84,84,1,1199
2015,210000,0,2,0,210000,5,25.17,53.3,1,799
2016,409999,1,2,0,60000,10,12.2,105.3,1,1994
2017,675000,0,2,0,25000,5,17.5,88.7,1,1199
2012,511000,0,1,0,8500,5,22,81.8,-1,1197
2017,380000,0,1,0,50000,5,23.1,67.04,1,998
2018,750000,1,1,0,70000,7,16.5,70,1,1493
2008,105000,0,3,0,100000,5,18.9,67,1,1061
2019,1075000,1,1,0,8600,7,17.3,121,-1,1497
2012,310000,1,2,0,25000,5,21.5,88.8,1,1248
2017,650000,1,1,0,60000,5,28.09,88.5,1,1248
2013,225000,1,2,0,70000,5,19.4,70,1,1405
2011,411000,1,2,0,64481,5,20.5,103.5,-1,1598
2018,950000,1,1,0,14000,5,21.5,108.5,1,1497
2016,3000000,1,1,1,40000,5,13,204,1,2143
2013,409999,1,1,0,45000,5,23.59,67.06,1,1364
2014,350000,1,2,0,120000,8,18.2,73.8,1,1248
2016,484999,0,1,0,30000,5,18.7,88.7,1,1199
1997,50000,0,2,0,110000,4,16.1,37,1,796
2014,420000,1,1,0,90000,5,23.4,74,1,1248
2015,750000,1,1,0,16000,7,18.06,63,1,2523
2008,210000,1,2,0,120000,5,18.7,66,1,1896
2012,300000,1,1,0,40000,5,23.57,70,1,1396
2012,450000,1,2,0,128000,5,22.32,126.32,1,1582
2012,380000,1,1,0,145000,5,20.5,103.5,1,1598
2016,1050000,1,1,1,77150,5,17.01,126.2,-1,1582
2011,229999,1,2,0,110000,5,18.8,90,1,1248
2015,500000,1,1,0,120000,7,18.49,100,1,1493
2013,900000,1,1,0,18000,7,15.1,140,1,2179
2016,350000,1,2,0,70000,5,25.83,99,1,1498
2018,459999,0,1,0,35000,5,17.57,88.7,1,1193
2018,1030000,1,1,0,25000,5,25.1,88.5,1,1248
2007,150000,0,1,0,35000,5,18.2,64,1,1061
2016,350000,0,1,0,60000,5,18.16,86.8,1,1196
2011,225000,1,1,0,90000,5,20.54,103.6,1,1598
2007,270000,1,2,0,147500,7,12.8,102,1,2494
2015,320000,0,2,0,50000,5,20.51,67.04,1,998
2017,650000,1,1,0,70000,5,26.59,74,1,1248
2016,741000,1,1,0,70000,7,15.4,120,1,1997
2018,620000,1,1,0,70000,5,25.4,73.97,1,1186
2016,2000000,0,1,1,70000,5,13.7,183,1,1991
2015,300000,0,1,0,24000,5,23.95,67.05,1,998
2018,575000,0,1,0,9500,5,18.16,86.8,1,1196
2018,350000,0,2,0,10000,5,20.3,68.05,1,998
2019,3800000,1,1,1,20000,5,18,190,1,1969
2018,890000,1,1,0,80000,7,16.5,70,1,1493
2014,450000,1,1,0,76000,5,25.8,98.6,1,1498
2018,770000,1,1,0,50000,5,24.3,88.5,1,1248
2017,280000,0,2,0,50000,5,21.1,55.2,1,814
2016,1150000,1,1,0,154000,5,19.67,126.2,1,1582
2010,260000,1,1,0,70000,5,20,68,1,1399
2011,110000,1,1,0,50000,5,17.2,53.5,1,1396
2014,1200000,1,1,1,230000,5,15.73,174.33,1,1968
2011,350000,1,3,0,120000,5,13.5,115,1,2179
2012,290000,1,1,0,60000,5,21.02,88.76,1,1248
2015,459999,1,2,0,32000,5,25.83,99,1,1498
2015,573000,1,2,0,100000,5,25.2,74,1,1248
2016,320000,0,1,0,50000,5,23.95,67.05,1,998
2015,503000,1,1,0,110000,7,14.1,147.94,1,2179
2015,575000,0,1,0,16000,5,19.1,85.8,-1,1197
2015,450000,0,2,0,35000,5,20.4,83.11,1,1197
2018,5830000,1,1,1,30000,4,17.09,261.4,1,2993
2013,229999,0,1,0,39000,5,20.36,78.9,-1,1197
2013,350000,1,1,0,100000,5,20.54,103.6,1,1598
2008,175000,1,2,0,60000,5,17.8,75,1,1248
2017,700000,1,1,0,54188,7,18.49,100,1,1493
2017,1100000,1,1,0,88754,7,16,140,-1,2179
2008,165000,1,3,0,120000,5,14.8,68,1,1998
2013,245000,1,2,0,70000,5,20,68.1,1,1399
2015,600000,1,1,0,54700,5,26,98.6,-1,1498
2016,350000,0,1,0,15000,5,25.17,53.3,1,799
2004,50000,0,2,0,18000,4,16.1,37,1,796
2018,850000,1,1,0,90000,5,23,98.96,1,1498
2018,400000,1,1,0,50000,8,23.5,45,1,909
2017,450000,1,1,0,56290,5,24,73.97,-1,1186
2017,1650000,0,1,1,52000,5,12,187.4,-1,2354
2017,950000,0,1,0,35000,5,17.4,117.6,1,1497
2011,350000,0,1,0,50000,5,15.5,132,1,1799
2010,285000,0,2,0,155000,5,15.5,103.3,1,1586
2005,80000,0,2,1,90000,5,19.7,46.3,1,796
2016,550000,0,1,0,56494,5,18.2,88.7,-1,1199
2011,149000,1,2,0,148000,5,21.12,88.8,1,1248
2011,300000,1,1,0,40000,5,18.3,147.9,1,1991
2010,300000,1,1,0,100000,8,13,95,1,2489
2007,245000,0,3,0,90000,5,13.5,130,1,1799
2019,525000,0,1,1,20000,5,20.89,81.8,1,1197
2018,560000,1,1,0,18000,5,21.66,108.62,1,1498
2010,180000,0,1,0,77000,5,18.9,67.1,1,998
2018,600000,0,1,1,69779,5,22,81.8,-1,1197
2017,800000,1,2,0,45500,5,23.9,126.2,1,1582
2015,700000,0,1,0,30000,5,17.4,117.3,1,1497
2013,160000,1,1,0,110000,5,19.4,70,1,1405
2007,165000,0,3,0,90000,5,17.8,63,1,1086
2011,450000,1,4,0,150000,5,13.5,115,1,2179
2016,470000,0,1,0,23700,5,20.4,81.8,1,1197
2013,2450000,1,1,1,60000,5,16.36,187.7,1,2179
2016,160000,0,2,0,50000,5,16.2,62.1,1,995
2016,1200000,1,1,0,140000,8,12.99,100.6,1,2494
2014,225000,0,1,0,100000,5,19.49,67.04,1,1198
2019,990000,0,1,0,15000,5,17,121.3,1,1591
2012,450000,1,2,0,100000,5,22.32,126.32,1,1582
2012,725000,1,1,0,90000,7,13.93,138,1,2179
2015,670000,1,1,0,120000,7,24.2,98.6,1,1498
2015,590000,0,3,0,70000,5,17.19,81.86,1,1197
2011,160000,1,1,0,85000,5,20,68,1,1399
2014,190000,1,2,0,139000,8,18.2,73.8,1,1248
2015,590000,1,1,0,110000,5,27.39,74,1,1248
2015,475000,0,1,0,51000,5,22,81.8,-1,1197
2015,500000,1,2,0,50000,5,24.4,71,1,1120
2010,160000,1,2,0,30000,5,21.12,88.8,1,1248
2015,600000,1,1,0,50000,5,22.77,98.59,1,1498
2008,175000,0,2,0,65000,5,18.9,67.1,-1,998
2017,300000,0,1,0,27000,5,24.7,47.3,1,796
2011,575000,1,2,0,110000,7,15.1,140,1,2179
2020,654000,0,1,1,1000,5,21.21,81.8,1,1197
2018,500000,0,1,0,25000,5,23.84,84,1,1199
2013,235000,0,1,0,52000,5,24.7,47.3,-1,796
2016,412000,0,1,0,25000,5,18.9,82,1,1197
2011,380000,1,1,0,80000,7,13.6,63,1,2523
2015,725000,1,2,0,50000,5,26,98.6,1,1498
2011,153000,1,2,0,50000,5,23.57,70,1,1396
2016,395000,0,1,0,50000,5,23.1,67.04,1,998
2016,215000,1,2,0,60000,5,25.44,56.3,1,936
2008,85000,1,1,0,120000,5,17,70,1,1405
2019,5150000,0,1,1,20000,5,22.37,214.56,-1,2487
2009,235000,0,2,0,70000,5,17.3,64,1,1061
2013,170000,0,2,0,70000,5,18.6,79.4,1,1199
2018,600000,1,1,0,65000,5,25.4,73.97,1,1186
2013,185000,0,1,0,85000,5,22.74,47.3,1,796
2017,290000,0,1,0,50000,5,23.01,67,1,999
2014,550000,1,2,0,110000,5,26,98.6,1,1498
2019,800000,0,1,1,10000,5,19.56,81.8,1,1197
2019,556000,0,1,0,10000,5,21.01,81.8,1,1197
2012,550000,1,1,0,130000,7,15.1,140,1,2179
2014,350000,1,2,0,110000,5,20.8,64.1,1,1461
2015,210000,0,1,0,40000,5,21.1,55.2,1,814
2012,140000,1,4,0,80000,5,19.09,69,1,1396
2016,765000,1,2,0,100000,5,24.3,88.5,1,1248
2006,130000,0,3,0,80000,5,18.9,67.1,1,998
2017,2950000,1,1,1,39000,5,19.59,187.74,-1,1995
2007,350000,1,2,0,376412,8,12.8,102,1,2494
2013,250000,1,1,0,50000,5,21.02,88.8,1,1248
2019,1090000,0,1,0,16500,5,17,110,-1,1197
2013,290000,0,2,0,40000,5,21.1,55.2,1,814
2013,360000,1,1,0,144000,5,21.9,88.8,1,1396
2017,620000,0,1,0,50000,5,18.12,86.8,1,1196
2011,270000,0,1,0,40000,5,18.9,67.1,1,998
2012,300000,0,2,0,41000,5,20.36,78.9,1,1197
2011,155000,0,1,0,40000,5,19.7,46.3,1,796
2009,220000,0,1,0,120000,5,18.9,67,1,1061
2011,170000,0,3,0,70000,5,19.7,46.3,1,796
2012,280000,1,1,0,60000,5,20,68,1,1399
2019,600000,0,1,0,5200,5,20.3,83.81,1,1199
2011,200000,0,1,0,73000,5,19.7,46.3,1,796
2009,135000,0,2,0,50000,5,18.9,67,1,1061
2016,600000,0,1,0,13500,7,17.5,91.1,1,1373
2018,480000,0,1,0,20375,5,20.89,81.8,-1,1197
2017,635000,0,1,1,120000,5,21.21,81.8,1,1197
2014,267000,0,1,0,40000,5,22.74,47.3,1,796
2005,130000,0,2,0,140000,5,18.9,67.1,1,998
2016,600000,1,1,0,70000,9,15.96,63,1,2523
2017,3200000,1,1,1,45000,5,19.33,177,-1,1999
2016,300000,0,1,0,25000,5,22.74,47.3,1,796
2018,380000,0,1,0,19000,5,20.51,67.04,1,998
2014,400000,0,1,0,120000,5,19.1,85.8,1,1197
2014,300000,1,1,0,45000,5,19.09,69.01,1,1405
2017,740000,1,1,0,40000,5,28.4,74.02,1,1248
2019,425000,0,1,0,15000,5,20.3,68,1,1086
2011,330000,1,1,0,120000,5,22.07,73.9,1,1199
2014,195000,0,2,0,65000,5,21.1,55.2,1,814
2017,800000,1,1,0,28050,5,28.09,88.5,-1,1248
2014,650000,1,1,0,167000,5,25.1,98.6,1,1498
2009,199000,0,2,0,70000,5,20.36,78.9,1,1197
2018,430000,0,2,0,5000,5,20.63,67,1,1198
2011,200000,1,3,0,200000,8,13,95,1,2489
2011,350000,1,4,0,115000,5,21.5,88.8,1,1248
2010,400000,1,4,0,120000,7,13.93,138.03,1,2179
2010,270000,1,1,0,185000,7,14.8,80,1,2499
2016,2000000,0,1,1,68089,5,19.16,157.7,-1,2494
2010,355000,1,1,0,116000,5,18.7,66,1,1896
2014,225000,0,1,0,35000,5,20.63,67,1,1198
2003,85000,1,3,0,120000,5,20.8,58,1,1527
2019,3800000,1,1,1,20000,5,18,190,1,1969
2010,80000,0,2,0,80000,5,18,62,1,995
2016,778000,1,2,0,70000,7,24.52,88.5,1,1248
2009,125000,0,4,0,120000,5,18.9,67,1,1061
2020,600000,0,1,1,5000,5,20.89,81.8,1,1197
2013,600000,1,1,0,90000,9,13.58,72.4,1,2499
2015,180000,0,2,0,35000,5,22.74,47.3,1,796
2016,265000,0,1,0,110000,5,23.95,67.05,1,998
2012,420000,0,1,1,120000,5,17.4,85.8,1,1197
2018,1290000,1,1,1,29899,5,22.15,108.6,-1,1498
2015,503000,1,1,0,110000,7,14.1,147.94,1,2179
2015,360000,0,2,0,40000,5,23.1,67.04,1,998
2018,680000,0,1,0,8576,5,18.7,88.7,-1,1199
2013,365000,1,2,0,70000,5,22.07,73.9,1,1199
2013,530000,1,2,0,120000,5,23.4,74,1,1248
2016,540000,1,1,0,40000,5,22,108.495,1,1498
2012,275000,0,1,0,50000,5,20.92,67.1,1,998
2014,250000,0,1,0,80000,5,21.1,55.2,1,814
2015,425000,1,1,0,60000,5,24.4,71,1,1120
2019,3800000,1,1,1,20000,5,18,190,1,1969
2007,80000,0,3,1,63000,5,18.9,67,1,1061
2018,550000,0,1,0,5000,5,22,81.8,1,1197
2010,217000,1,1,0,120000,5,21.1,73.9,1,1248
2016,825000,1,1,0,39000,5,21.38,88.7,-1,1396
2010,210000,0,2,0,50000,5,18.5,80,1,1197
2015,1044999,1,1,1,70000,7,16,140,1,2179
2018,1150000,1,1,1,49000,5,22,126.2,1,1582
2016,220000,0,1,0,100000,5,21.1,55.2,1,814
2011,450000,1,2,0,128000,5,22.32,126.32,1,1582
2018,1050000,1,1,0,18000,5,19.6,108.45,-1,1461
2020,600000,0,1,0,5000,5,21.21,81.8,1,1197
2015,250000,0,1,0,70000,5,22.74,47.3,1,796
2017,660000,1,1,0,80000,7,16.5,70,1,1493
2014,300000,0,2,0,60000,5,20.51,67.04,1,998
2007,142000,0,1,0,97000,5,16.6,68,1,1388
2013,225000,0,1,0,58343,5,21.79,67.05,-1,998
2014,210000,0,1,0,70000,5,20.92,67.1,1,998
2018,5830000,1,1,1,30000,4,17.09,261.4,1,2993
2012,252000,0,1,0,48000,5,20.92,67.1,1,998
2018,310000,0,1,0,13000,5,24.7,47.3,1,796
2004,100000,0,1,0,40000,5,19.7,46.3,1,796
2012,465000,1,2,0,146000,5,22.32,126.32,1,1582
2015,400000,0,1,0,22500,5,20.51,67.04,1,998
2011,190000,1,2,0,90000,5,20,68,1,1399
2013,750000,1,2,0,79328,7,12.99,100.6,-1,2494
2017,500000,1,1,0,75000,5,26.8,74,1,1248
2011,195000,0,1,0,120000,5,18.9,67.1,1,998
2015,350000,1,1,0,52000,5,19.09,69.01,1,1405
2012,250000,0,2,0,65000,5,18.9,67.1,1,998
2015,650000,1,1,0,70000,7,20.77,88.76,1,1248
2017,1150000,1,2,0,42000,7,16,140,1,2179
2019,3800000,1,1,1,20000,5,18,190,1,1969
2019,500000,0,1,0,15000,5,20.89,81.8,1,1197
2018,470000,1,1,0,25000,5,25.4,73.97,1,1186
2015,630000,1,1,0,60000,7,15.4,120,1,1997
2013,400000,0,1,0,40000,5,18.6,85.8,1,1197
2018,750000,0,1,0,25000,5,17,108.5,1,1198
2016,861999,1,1,1,120000,7,16,140,1,2179
2015,700000,0,1,0,25000,5,15.85,110.4,1,1499
2013,187000,0,2,0,120000,5,17.92,62.1,1,1086
2016,500000,0,1,0,15000,5,20.4,81.8,1,1197
2018,3790000,1,1,1,29500,5,22.48,187.74,-1,1995
2014,425000,1,1,0,60000,5,24,70,1,1120
2016,620000,0,1,0,36000,5,20.85,83.14,1,1197
2015,750000,0,1,0,40000,5,17.4,117.3,1,1497
2011,225000,1,3,0,110000,7,13.93,138.03,1,2179
2012,330000,0,2,0,80000,5,16.8,116.3,1,1497
2015,445000,1,1,0,40200,7,21,74.96,-1,1498
2011,300000,1,2,0,119000,5,16.52,123.7,1,1991
2011,295000,1,2,0,65000,5,20.54,103.6,1,1598
2014,540000,1,1,0,150000,5,19.01,108.5,1,1461
2020,500000,0,1,0,15000,5,23.84,83.83,1,1199
2018,620000,0,1,0,15000,5,20.4,94.93,1,1194
2012,300000,1,2,0,80000,7,13.93,138.1,1,2179
2016,650000,1,1,0,10000,5,22.54,88.73,1,1396
2016,450000,0,1,0,40000,5,18.9,82,1,1197
2011,280000,0,2,0,20000,5,18.6,85.8,1,1197
2014,250000,1,1,0,110000,5,20.8,65,1,1461
2011,250000,0,1,0,110000,5,16.95,97.7,1,1498
2013,250000,1,1,0,110000,5,20,68.1,1,1399
2016,550000,0,1,0,56494,5,18.2,88.7,-1,1199
2015,600000,1,2,0,80000,9,13.58,72.4,1,2499
2016,540000,0,1,0,38000,5,18.6,81.83,1,1197
2012,110000,0,1,0,80000,5,20.92,67.1,1,998
2011,347000,1,1,0,80600,5,19.3,73.9,1,1248
2011,125000,0,2,0,90000,5,18.6,79.4,1,1199
2005,476999,0,3,0,85000,5,11.1,158.8,1,2354
2012,220000,1,1,0,110000,5,20,68,1,1399
2017,660000,1,1,0,56000,5,25.2,74,1,1248
2014,400000,0,1,0,50000,5,20.4,81.8,1,1197
2018,775000,1,1,0,59736,7,18.49,100,-1,1493
2019,450000,0,1,0,3500,5,23.84,83.83,1,1199
2016,2000000,0,1,1,68089,5,19.16,157.7,-1,2494
2009,175000,0,2,0,95000,5,19,66.1,1,998
2012,432000,1,1,0,77000,5,22.32,126.32,1,1582
2017,900000,1,1,0,40000,5,25.5,98.6,1,1498
2013,530000,1,2,0,80000,8,12.05,120,1,2179
2015,600000,1,1,0,90000,5,22.77,98.59,1,1498
2007,250000,1,2,0,80000,7,11.57,138.1,1,2179
2017,515000,0,1,0,23000,5,21.4,83.1,1,1197
2017,325000,1,1,0,120000,5,27.28,69,1,1047
2019,579000,0,1,0,10000,5,21.4,83.1,1,1197
2011,280000,1,1,0,200000,5,20.5,91.7,1,1248
2017,340000,0,1,0,45000,5,23.95,67.1,1,998
2018,750000,0,1,0,15000,5,22,81.8,-1,1197
2014,360000,0,2,0,50000,5,17.57,88.7,1,1193
2018,1350000,1,1,0,40000,7,16,138,1,2179
2020,1500000,1,1,0,50000,7,16.36,140,1,2179
2008,130000,0,2,0,120000,5,19.81,68.05,1,1086
2016,240000,0,2,0,45000,5,25.17,53.3,1,799
2012,300000,1,2,0,150000,5,20.54,103.6,1,1598
2008,110000,0,1,0,48676,8,19.7,35,1,796
2014,1850000,1,2,1,60000,5,13,201.1,1,2143
2006,170000,0,3,0,90000,5,13.9,103.2,1,1599
2013,850000,1,2,0,120000,8,12.99,100.57,1,2494
2018,650000,1,1,0,50000,5,28.4,74.02,1,1248
2007,240000,1,2,0,80000,7,13.6,63,1,2523
2019,650000,0,1,1,5621,5,22,81.8,-1,1197
2012,165000,1,2,0,70000,5,25.44,57.6,1,936
2014,500000,0,1,0,70000,5,17.1,121.3,1,1591
2019,420000,0,1,0,10000,5,15.37,73,1,1196
2016,575000,1,1,0,53000,5,22.54,88.73,-1,1396
2016,700000,1,1,0,86000,5,24.3,88.5,1,1248
2017,990000,0,1,1,20000,5,17,121.3,1,1591
2019,1460000,1,1,0,5000,7,17.3,121,1,1497
2018,900000,0,1,1,30000,5,14.99,104.5,1,1498
2018,330000,0,1,0,70000,5,20.3,68.05,1,998
2016,300000,0,1,0,35000,5,21.1,55.2,1,814
2019,900000,1,1,0,40000,5,24.3,88.5,1,1248
2011,46000,0,2,0,25000,4,26,35,1,624
2015,260000,0,3,0,35000,7,19.44,67,1,1198
2018,459999,0,1,0,5000,5,20.51,67.04,1,998
2016,575000,0,1,0,55161,5,17.8,117.3,-1,1497
2017,625000,0,1,0,25538,5,16.78,88.73,-1,1496
2016,650000,1,1,0,50000,5,26.59,74,1,1248
2013,370000,1,2,0,96000,5,22.9,74,1,1248
2010,150000,0,3,0,60000,5,17.92,62.1,1,1086
2015,400000,0,1,0,50000,5,20.4,83.11,1,1197
2018,2475000,1,1,1,2000,5,16.8,150,-1,1984
2018,750000,1,1,0,5000,5,24.3,88.5,1,1248
2019,693000,0,1,0,4000,5,18.6,81.86,1,1197
2012,287000,1,1,0,120000,5,21.12,88.8,1,1248
2018,600000,0,1,1,69779,5,22,81.8,-1,1197
2015,240000,0,2,0,80000,5,23.95,67.05,1,998
2008,300000,1,2,0,100000,7,11.5,147.9,1,1991
2011,250000,1,1,0,50000,5,23.08,63.1,1,1461
2017,450000,1,1,0,56290,5,24,73.97,-1,1186
2017,1150000,1,2,0,27000,5,19.67,126.2,1,1582
2012,220000,1,1,0,90000,5,23.03,69,1,1396
2019,1149000,0,1,0,5000,5,17,121.3,1,1591
2009,150000,1,2,0,110000,5,17.1,110,1,1493
2016,450000,0,2,0,15000,6,18.15,82,1,1198
2019,650000,0,1,1,5621,5,22,81.8,-1,1197
2013,445000,1,2,0,70000,5,28.4,74,-1,1248
2017,490000,1,1,0,90000,5,22.95,74,1,1248
2012,325000,0,1,0,40000,5,18.5,86.8,-1,1198
2017,700000,1,1,1,80000,5,28.4,74.02,1,1248
2015,850000,1,1,0,64800,7,15.1,140,1,2179
2015,351000,0,2,0,45000,5,19.81,68.05,-1,1086
2017,595000,0,1,0,30030,5,18.6,81.83,-1,1197
2016,825000,0,1,0,21446,5,16.8,116.3,-1,1497
2019,700000,0,1,0,6000,5,19,94.68,1,1194
2016,420000,1,2,0,110000,7,18.2,73.74,1,1248
2012,500000,1,1,0,76000,7,15.96,62.1,1,2523
2011,150000,0,1,0,80000,5,18,62,1,995
2011,160000,0,1,0,57000,5,21.1,55.2,1,814
2013,300000,0,2,0,120000,5,18,86.7,1,1198
2018,5500000,1,1,1,50000,5,11.2,235,1,1969
2017,620000,1,1,0,40000,7,16.5,70,1,1493
2006,130000,1,1,0,74000,7,13.7,68,1,1948
2012,350000,0,1,0,35000,5,17.5,85.8,1,1197
2018,570000,0,1,0,20000,5,18.9,81.86,1,1197
2012,540000,1,3,0,90000,8,12.05,120,1,2179
2005,100000,0,2,0,120000,5,13,100,1,1493
2016,2000000,0,1,1,68089,5,19.16,157.7,-1,2494
2014,500000,1,1,0,120000,5,20.45,83.8,1,1461
2016,240000,0,1,0,59300,5,25.17,53.3,1,799
2015,503000,1,1,0,110000,7,14.1,147.94,1,2179
2018,1265000,1,1,0,12000,5,20.37,108.45,1,1461
2014,434999,1,2,0,110000,5,23.4,74,1,1248
2016,650000,1,2,1,50000,5,26.59,74,1,1248
2013,260000,1,1,0,189000,5,21.02,88.76,1,1248
2016,800000,1,1,0,90000,5,24.3,88.5,1,1248
2015,509999,1,2,0,75000,5,25.8,98.6,1,1498
2017,780000,1,1,0,35000,6,16.55,105,1,2498
2011,250000,0,2,0,65000,5,18.9,67.1,1,998
2016,300000,0,1,0,30000,5,25.17,53.3,1,799
2018,800000,1,1,0,37161,5,22.7,89.84,-1,1498
2017,925000,1,1,0,50000,5,24.3,88.5,1,1248
